timestamp,what_country_do_you_work_in,where_is_the_closest_major_city_or_hub,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,highest_achieved_formal_education,list_other_relevant_and_recognized_certifications,briefly_describe_your_position,years_of_experience,compensation_annual_base_salarypay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equity,compensation_sign_on_bonus_value,compensation_stock_options,compensation_retirement_benefits,compensation_healthcare_benefits,compensation_most_recent_annual_yearly_raise,sign_on_relocation_assistance_total_value,company_review
2023-10-27 14:13:48.037000,USA ,Seattle,Industrial Biotech,Prefer not to say,Public,200-1000,Principal Scientist,PhD or Equivalent,None,Computational biologist ,20.0,200000.0,N/A (no overtime/salaried),0.15,5000.0,20000.0,,,,0.05,,
2023-11-27 20:34:15.188000,USA ,Boston,Industrial Biotech,Takeda,Public,5000+,Senior Operational excellence Specialist ,Bachelors or Equivalent,None,"Project manage, support and implement improvements for MFG",3.0,115000.0,N/A (no overtime/salaried),11500.0,Not Applicable/None,,,401k and additional employer contributions ,,2.0,,
2023-03-29 15:48:00.149000,USA,Bay Area,Informatics,Prefer not to say,Start-up,200-1000,Program Manager,PhD or Equivalent,PMP,,5.0,169900.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,Approx. 120k RSUs over 4 year period,,Full healthcare costs paid by employer ,0.06,,
2023-06-23 00:04:32.613000,United States,San Diego,Life Sciences Tools Company,Prefer not to say,Start-up,50-200,"Director, Business Development",Masters or Equivalent,None,"Build strategic partnerships with big pharma, biotech and pathology companies",7.0,190000.0,N/A (no overtime/salaried),100000.0,25000.0,,,,,Have not been long enough to have an annual yearly raise,,
2023-03-29 06:09:44.930000,America ,Philadelphia ,Medical Devices,Prefer not to say,Subsidiary,200-1000,Bioprocessing Coordinator ,Associate’s Degree or Equivalent,None,Blend of scientist and project coordination ,16.0,100000.0,N/A (no overtime/salaried),7500.0,113000.0,,,7% match,HMO $400 a month for my family of 4. Deductible low 10/20/100 copay. Dental and vision included ,0.03,,
2023-03-30 05:46:30.644000,Australia ,Melbourne ,Medical Devices,Nutromics ,Start-up,1-50,Associate Process Scientist ,Bachelors or Equivalent,None,,2.0,85000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-09-26 11:57:09.159000,Portugal,Porto,Medical Devices,Prefer not to say,Private,1-50,Software engineer,Masters or Equivalent,None,,1.0,12000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Company/Institution does not have annual yearly raise,,
2023-07-21 22:08:49.854000,Sweden,Uppsala,Medical Devices,Thermo fisher scientific,Public,5000+,Laboratory technician,Bachelors or Equivalent,None,,0.0,32565.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,,,,Have not been long enough to have an annual yearly raise,,
2023-03-29 08:56:21.242000,United States,Boston,Medical Devices,Prefer not to say,Private,1-50,Research Associate,Bachelors or Equivalent,None,,0.0,75000.0,N/A (no overtime/salaried),2000.0,Not Applicable/None,,,4% 401k match,Not sure,Have not been long enough to have an annual yearly raise,2500.0,
2023-03-29 09:33:15.369000,United States,Philadelphia,Medical Devices,Prefer not to say,Start-up,50-200,Medical Education Admin,Bachelors or Equivalent,None,,1.0,62400.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-03-29 10:41:49.256000,United States,San Francisco Bay Area,Medical Devices,Prefer not to say,Public,5000+,Associate Scientist,Masters or Equivalent,None,,1.0,97000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-05-01 22:29:30.622000,United States,Boston,Medical Devices,Abbott,Public,5000+,Scientist,Bachelors or Equivalent,PMP,R&D Scientist 1,3.0,105000.0,N/A (no overtime/salaried),0.12,Not Applicable/None,0.0,Vested options over 4 years,401k matching,,0.03,14000.0,"80 hour weeks, but outstanding scientists"
2023-05-05 23:29:32.410000,United States,Los Angeles,Medical Devices,Agilent Technologies ,Public,5000+,Senior Scientist,Bachelors or Equivalent,None,"Scientist for manufacturing. Work on development, validation of process, test method, software, etc",16.0,130000.0,N/A (no overtime/salaried),15000.0,Not Applicable/None,,Stock r warded based on merit,4% 401k match,None ,4.0,,
2023-07-20 23:43:42.896000,United States,Bay Area,Medical Devices,Prefer not to say,Start-up,200-1000,"Director, TPM",Bachelors or Equivalent,None,,12.0,250000.0,N/A (no overtime/salaried),50000.0,Not Applicable/None,20000.0,50000 options,401k no match,Full coverage no cost,10.0,,
2023-03-29 10:16:23.442000,United States ,San Diego ,Medical Devices,Quidel,Public,1000-5000,Scientist ,PhD or Equivalent,None,Assay Development,2.0,115000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,10000.0,ESPP,401k 50% match up to 6%,Unknown ,Have not been long enough to have an annual yearly raise,,
2023-03-29 10:46:19.064000,United States ,Salt Lake City ,Medical Devices,ELITechGroup,Private,200-1000,Technical Support Lead,Bachelors or Equivalent,None,Clinical chemistry technical support.,5.0,72040.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,None,5% 401k match vested after 5 years,"3600 ded/6000 max OOP, 80/20 coins with BCBS. $12/paycheck HSA. No premium for individuals on high deductible plan",0.04,0.0,"1/5. Very poor culture, rapid turnover. Bloated and underqualified senior management. General employee dissatisfaction. Was told I am ""overpaid for my age"" when asking for a raise. HR is essentially non-existent "
2023-07-25 19:31:41.409000,United States ,Washington DC ,Medical Devices,Prefer not to say,Subsidiary,5000+,Director of Regulatory Affairs ,PhD or Equivalent,None,"Director of RA, manage and lead regulatory strategies for in vitro diagnostic devices ",11.0,208000.0,N/A (no overtime/salaried),0.18,Not Applicable/None,0.0,,,,0.04,,
2023-10-18 12:45:14.286000,United States ,Bay area,Medical Devices,Prefer not to say,Private,1000-5000,Process Development Engineer II,Masters or Equivalent,None,,4.0,112000.0,N/A (no overtime/salaried),0.08,Not Applicable/None,,,100% for first 3% 50% for next 2%,,0.04,,
2023-12-18 13:02:49.983000,US,Research Triangle,Medical Devices,Prefer not to say,Start-up,1000-5000,Lab Assistant (Accessioner),Masters or Equivalent,Teaching Certificate,Lab Assistant (Plasma Isolation. Majority is data accessioning of samples),2.0,60385.0,1.5,Not Applicable/None,1000.0,,,"401k match, first 3k",,4.1,,
2023-03-29 07:15:14.794000,USA,Research Triangle ,Medical Devices,Neogenomics,Public,1000-5000,Molecular Technologist III ,Bachelors or Equivalent,None,Clinical Lab Operations with some expectations for assisting middle management and training/interviewinf,4.0,86200.0,1.5x base,4300.0,Not Applicable/None,0.0,None ,"100% 401k match on first 3%, 50% on next 2%, option for trade or Roth 401k","HDHP or PPO options, Cigna, employer does $6500 annual, cost to me is $75 biweekly (me +spouse)",0.045,,"Originally hired through acquired startup, comp is significantly higher than equivalents throughout company due to grandfathered startup policies, and working nonstandard hours/days. Otherwise, it's a complete mess of opaque policies/haphazard reactionary plans, and a lot of feel-good talking points that go nowhere. Senior/executive leadership seems to be a revolving door, and certain sites are favored/access more resources."
2023-03-29 09:42:17.778000,USA,Seattle,Medical Devices,Prefer not to say,Private,1000-5000,Bioinformatics Manager,PhD or Equivalent,None,,12.0,195000.0,N/A (no overtime/salaried),29000.0,20000.0,,,401k with 50% match to 4.5k,Standard medical benefits,3.0,,
2023-05-06 00:13:03.742000,Usa,Salt lake city,Medical Devices,Prefer not to say,Subsidiary,200-1000,Research Associate 1,Bachelors or Equivalent,None,,0.0,52000.0,1.5,Not Applicable/None,Not Applicable/None,,Discount and matching,401k match,,Have not been long enough to have an annual yearly raise,,
2023-07-12 04:34:16.173000,USA,Los Angeles,Medical Devices,Johnson&Johnson ,Public,5000+,Marketing Manager,Masters or Equivalent,None,,3.0,130000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,55000.0,,,,Have not been long enough to have an annual yearly raise,,
2023-08-27 22:21:43.418000,USA,New York City,Medical Devices,Prefer not to say,Private,50-200,VP,Bachelors or Equivalent,None,Oversee all of Quality and Regulatory,12.0,310000.0,N/A (no overtime/salaried),65000.0,Decline to state,,,,,Have not been long enough to have an annual yearly raise,,
2023-09-03 02:52:44.188000,USA,Bay Area ,Medical Devices,Prefer not to say,Private,1-50,Clinical Testing Personnel / R&D assistant ,Bachelors or Equivalent,None,"Originally COVID-19 testing personnel (acting as CLS under EUA). Without EUA, currently functioning as basically a clinical lab assistant or in some states something like a MLT; also as a biotech employee we kind of do everything we’re legally allowed to do including some lab supervisor/QA type of roles that’s just need to be filled. Mostly SOP writing/reviewing and patient sample running + developing new assays with RnD.",3.0,87000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,,401k ,Pretty comprehensive benefits; it is a company focused on healthcare accessibility so the do a good job at providing many types of plans that vary in coverage but are all relatively low cost.,"Company is struggling, raised have been postponed (supposedly to be back paid when profits are higher)",,"This is a biotech start up that REALLY wants to be something bigger. Overall the ideas, mission, and sentiments are all in the right place but it feels like executives are somewhat mismanaging the execution of new plans/products. A LOT of amazing “above and beyond” employed have been let go, only to have their responsibilities be dumped on those who are left/new hires that have ZERO experience and end up not actually doing their job. People I work with directly are AMAZING and genuinely friends, but I really have zero loyalty or motivation at this point beyond not leaving these specific individuals to flounder in even more work."
2023-10-28 12:21:35.144000,USA,Bay Area,Medical Devices,Prefer not to say,Public,5000+,Senior Manager,Bachelors or Equivalent,None,,24.0,200000.0,N/A (no overtime/salaried),30000.0,25000.0,,,,700 month ,0.03,,
2023-11-21 22:44:58.948000,USA,Bay Area,Medical Devices,Prefer not to say,Public,5000+,Sr. Director Operations,Bachelors or Equivalent,None,Factory leader,15.0,275000.0,N/A (no overtime/salaried),96000.0,270000.0,,,,"FSA, HSA, insurance",7.0,,
2023-12-05 02:52:34.955000,USA,New York,Medical Devices,Prefer not to say,Start-up,1-50,Associate Scientist,Masters or Equivalent,None,,0.0,88000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Company/Institution does not have annual yearly raise,,
2023-12-14 20:10:07.689000,USA,Research Triangle,Medical Devices,Illumina,Public,5000+,Field Service Engineer,Bachelors or Equivalent,None,"Install, PM, IQ/OQ, troubleshoot and repair instrument",0.0,74000.0,N/A (no overtime/salaried),3700.0,20000.0,10000.0,,401k 3% match,,0.06,,Great besides the current year's leadership issue.
2023-12-15 04:51:01.743000,USA,Bay Area,Medical Devices,Prefer not to say,Public,5000+,QA,Bachelors or Equivalent,None,software qa of machines,0.0,85000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-12-23 09:22:47.053000,Usa,Boston ,Medical Devices,Prefer not to say,Subsidiary,1000-5000,Associate Medical Director ,M.D./PharmD/D.D.S. or Equivalent,None,,5.0,300000.0,N/A (no overtime/salaried),70000.0,150000.0,40000.0,,0.05,Full options,0.05,,Great 
2023-03-29 01:14:36.743000,USA ,Washington DC,Medical Devices,Senseonics ,Public,50-200,Sr Scientist ,PhD or Equivalent,None,,4.0,127500.0,N/A (no overtime/salaried),12750.0,Not Applicable/None,,RSU and Options ,401k match up to 4%,PPO ,0.045,,V positive 
2023-03-29 12:24:12.667000,Usa ,Portland Oregon ,Medical Devices,Prefer not to say,Start-up,1-50,Staff Scientist ,PhD or Equivalent,None,,0.0,60000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,Full health insurance pid by company ,Company/Institution does not have annual yearly raise,,
2023-03-29 15:19:39.192000,USA ,San Diego ,Medical Devices,QuidelOrtho,Public,1000-5000,Development Associate 3,Bachelors or Equivalent,None,Basically senior research associate. Next level up would be associate scientist. Work on multiplex molecular diagnostics device in assay development ,3.0,81000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,7000.0,15% discount on stock,401k Match 50% of up to 6% (Aka highest match will be 3% of salary),High deductible HSA account. Company offsets by giving 750$ a year towards hsa,0.03,,Larger biotech company pretty similar to most in regards to employee experience. Very group depend culture 
2023-06-22 00:29:35.662000,USA ,LA,Medical Devices,Prefer not to say,Public,200-1000,Electrical engineer,Bachelors or Equivalent,None,,5.0,124000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,0.0,401k 4% match,Hsa match $1000,Company/Institution does not have annual yearly raise,0.0,9/10. This year more like 1/10
2023-08-21 22:42:18.209000,USA,Research Triangle,Non-profit,Prefer not to say,Private,1000-5000,Bioinformatic Scientist,PhD or Equivalent,None,Computational Biology/Bioinformatics. Genomic analyses,0.0,108000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,8% contribution vested over 5 years ,~100,Have not been long enough to have an annual yearly raise,,
2023-06-08 22:55:02.093000,United States,San Diego,Oncology ,Prefer not to say,Private,1-50,Laboratory Manager,Bachelors or Equivalent,None,Purchasing/EHS/Facilities/Lab operations,6.0,115000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,,4% 401k match ,,Have not been long enough to have an annual yearly raise,,
2023-10-27 09:12:07.837000,Canada,Toronto,Pharma and biotech,Deep Genomics,Start-up,50-200,Senior Research Scientist,PhD or Equivalent,None,,8.0,146000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,40000.0,None Availabe,Standard Canadian health benefits,10-15%,3000.0,
2023-03-29 19:58:52.794000,US,Los Angeles,Pharma CDMO,Iqvia,Public,5000+,Sr Scientist,Masters or Equivalent,None,,15.0,105000.0,N/A (no overtime/salaried),10000.0,Not Applicable/None,0.0,NA,"401k match, health, dental vision",,2.5,,
2023-11-07 23:51:09.142000,America,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Manufacturing Supervisor,Bachelors or Equivalent,None,,5.0,130000.0,N/A (no overtime/salaried),15000.0,20000.0,,,,,3.0,,
2023-10-27 07:35:25.531000,Austria,Vienna,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Principal Scientist I,PhD or Equivalent,None,,10.0,80000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3000.0,,,,0.09,,
2023-03-29 22:30:12.625000,Canada,Toronto,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,200-1000,Scientist 1,PhD or Equivalent,None,,1.0,115000.0,1.5x base,13800.0,22800.0,,,,,0.04,,
2023-03-30 10:54:15.218000,Canada,Toronto,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,Protein engineer,5.0,100000.0,N/A (no overtime/salaried),10000.0,Not Applicable/None,,1% of company stock at time of signing contract,none,,5.0,,
2023-04-02 18:48:33.284000,Canada,Toronto,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Global Study Manager,Bachelors or Equivalent,None,,5.0,115000.0,N/A (no overtime/salaried),15000.0,Not Applicable/None,,,,,5.0,,
2023-04-12 07:25:05.412000,Canada,Montreal,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Senior Scientist,Masters or Equivalent,None,Analytical method qualification and development,10.0,85000.0,N/A (no overtime/salaried),8500.0,Not Applicable/None,0.0,None,Pension,,0.025,,
2023-09-12 00:45:20.400000,Canada,Vancouver,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Research Associate,Masters or Equivalent,None,,1.0,83000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,0.0,0.0,None,6.0,,
2023-10-06 19:34:38.354000,Canada,Montreal,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist,PhD or Equivalent,None,,1.0,75000.0,N/A (no overtime/salaried),5-10% of Base salary,Not Applicable/None,1000.0,,3% base salary match,,3-4%,,
