timestamp,what_country_do_you_work_in,where_is_the_closest_major_city_or_hub,where_are_you_located,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,what_degrees_do_you_have,list_other_relevant_and_recognized_certifications,briefly_describe_your_position,years_of_experience,compensation_annual_base_salarypay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equitystock_option,compensation_most_recent_annual_yearly_raise,compensation_sign_on_bonus_value,compensation_sign_on_stockequity_options,compensation_retirement_benefits,compensation_retirement_percent_match,compensation_healthcare_benefits,sign_on_relocation_assistance_total_value,company_review,work_life_balance_on_average_how_many_hours_do_you_work_per_week,survey_feedback
2024-08-27 21:19:33.841000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Eli Lilly,Public,5000+,Scientist ,PhD or Equivalent,None,"R&D, medicinal chemist",5.0,140000.0,N/A (no overtime/salaried),0.08,Not Applicable/None,0.04,15000.0,,0.06,,,,,30 - 35,
2024-08-27 17:55:18.776000,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Private,200-1000,Territory Manager ,PhD or Equivalent,None,Molecular biology reagent sales,3.0,87500.0,N/A (no overtime/salaried),0.3,15% base salary,Have not been long enough to have an annual yearly raise,,,401k match 10%,,$75/yr BCBS PPO,N/A,5 stars,41 - 45,
2024-08-27 13:05:44.328000,,,"New England (MA, CT, RI, NH, VT, ME)",Contract Manufacturing Organization,Prefer not to say,Start-up,1-50,CSO,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",None,,12.0,250000.0,N/A (no overtime/salaried),%25,"100,000+",Have not been long enough to have an annual yearly raise,,,6% 401(k) match,,,,,41 - 45,No category for drug development?
2024-08-27 09:41:48.587000,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Industrial Biotech,Biogen,Public,1000-5000,Senior Engineer II,Masters or Equivalent,PSM,Senior Eng II Process Dev,13.0,135000.0,N/A (no overtime/salaried),20000.0,4000.0,0.03,0.0,5000.0,401K double-match up to 3%,,Solid BCBS benefits,0.0,On the decline,41 - 45,Excellent survey
2024-08-26 00:58:19.761000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,200-1000,Program Manager,Bachelors or Equivalent,None,Project management,7.0,135000.0,N/A (no overtime/salaried),20000.0,Not Applicable/None,3.5,,7400 stock options and 1400 restricted stock units,100% match up to 6% contribution of base salary,,No monthly premiums - company covers ,,"The CEO is awful, the work isn’t promising for longevity of the company",Less than 30,
2024-08-25 17:55:02.801000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,1000-5000,senior scientist ,PhD or Equivalent,None,,1.0,130000.0,N/A (no overtime/salaried),20000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,0.05,,,,,,
2024-08-23 19:22:04.653000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Sanofi,Public,200-1000,Senior Research Associate,"Bachelors or Equivalent, Masters or Equivalent",None,Senior Research Associate - QC and Analytical Development,9.0,100000.0,N/A (no overtime/salaried),15000.0,Not Applicable/None,3.0,5000.0,,9% matching on 401k,,HSA contribution of 4% of salary per year,7000.0,,36 - 40,
2024-08-22 08:53:33.551000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Private,5000+,"Director, HEOR",Masters or Equivalent,None,,15.0,225000.0,N/A (no overtime/salaried),45000.0,50000.0,Have not been long enough to have an annual yearly raise,,,6% 401K match,,,,,36 - 40,
2024-08-20 23:12:51.962000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,50-200,Process Development Associate,Bachelors or Equivalent,None,,4.0,101000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,401k no match,,,,,36 - 40,
2024-08-19 20:23:59.595000,,,West Coast (California & Pacific Northwest),Dna synthesis ,Ansa Biotechnologies,Start-up,50-200,Facility Manager,Bachelors or Equivalent,None,"Facility Manager- lab and building management, supervise supply chain, S+R",10.0,157000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,5000.0,I forget,No match,,United Healthcare silver plan is 100% covered. ,None,,36 - 40,
2024-08-19 18:05:35.255000,,,West Coast (California & Pacific Northwest),Biotech Equipment,Prefer not to say,Public,1000-5000,Engineer 3,Bachelors or Equivalent,None,Manufacturing Systems Engineer;  Program + maintain liquid handlers,10.0,155000.0,N/A (no overtime/salaried),10000.0,"$0, underwater",0.03,10000.0,"15% discount ESPP, RSU grants",match max of 3% 401K,,,,,36 - 40,
2024-08-19 17:10:28.559000,,,"New England (MA, CT, RI, NH, VT, ME)",Contract Manufacturing Organization,Prefer not to say,Start-up,1-50,Sr. Scientist,PhD or Equivalent,None,,1.0,120000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,0.0,1k NSOs,No match ,,Deductible covered ,,,41 - 45,
2024-08-19 15:19:21.486000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Vertex Pharmaceuticals,Public,5000+,Senior Scientist,"PhD or Equivalent, PharmD or Equivalent",None,Individual contributor,3.0,185000.0,N/A (no overtime/salaried),16.0,50000.0,3.0,30000.0,0.0,"4.5% 401k match, megabackdoor roth 401k up to 10,000",,,,"Overall promising company. Still more of a biotech/start-up mindset as opposed to big pharma, leads to a lot of churn with decision making as there is micromanagement from the top. They are working on it. Generally work/life is a bit poor compared to big pharma.",46 - 50,
2024-08-18 16:31:52.584000,,,"New England (MA, CT, RI, NH, VT, ME)",Academia/Research/Institution,Novartis Intitute for Biomedical Research,Private,5000+,Senior Scientist II,Masters or Equivalent,None,"Senior Laboratory Automation Engineer: project management, high throughput screening assay development, high content imaging",6.0,120000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3.0,5000.0,,"401k match 4%, 2% additional accumulator",,,,Generally good,36 - 40,
2024-08-18 12:29:53.256000,,,"South & Mountain West (TX to AZ, North to MT)",Small biotech/biopharma,Prefer not to say,Public,1-50,CEO,Masters or Equivalent,None,"CEO - Manage programs, portfolio and strategy development along with fundraising and key hiring initiatives",30.0,575000.0,N/A (no overtime/salaried),262500.0,300000.0,0.09,,,401K match up to 3%,,,,10.0,60+,8.0
2024-08-16 20:40:56.680000,,,Canada,Academia/Research/Institution,University of Waterloo,Academia/College/Universities,5000+,Research Associate,"High School or Equivalent, Bachelors or Equivalent, PhD or Equivalent",None,,15.0,80000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,"pension, approx 5k year match to my 6k contribution",,"100/mo cost for dental/extended medical, 80% coverage for most items",,,36 - 40,
2024-08-15 22:06:40.652000,,,West Coast (California & Pacific Northwest),Contract Research Organization,Old CRO in contra costa county,Private,50-200,"Research Associate I, In Vivo","High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent, Masters or Equivalent",None,,4.0,85000.0,1x5 base,Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401K 3.5% match,,,,,,
2024-08-15 18:09:11.986000,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Big Pharmaceuticals,Prefer not to say,Public,1000-5000,Associate Scientist,Masters or Equivalent,None,Associate Scientist for designing oncology study plans and interpreting results from clinico-genomics datasets,1.0,100000.0,N/A (no overtime/salaried),0.12,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401K match,,,,,,
2024-08-15 16:41:34.404000,,,"Midwest (From OH to KS, North to ND)",Biotech Equipment,Prefer not to say,Private,1-50,Imaging and Microscopy Specialist ,PhD or Equivalent,None,"Sales and support, imaging and microscopy products",0.0,65000.0,35000.0,Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,0.0,0.0,"No match, company offers 401k but opted out",,Opted out,None,,46 - 50,
2024-08-12 07:08:27.977000,,,United Kingdom and Ireland,Contract Research Organization,Charles River Laboratories,Public,5000+,Bioassay Analyst,Masters or Equivalent,Six SIgma White Belt,,0.0,32785.5,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,2-5% pension match,,Laya Private Medical Care,,,36 - 40,
2024-08-11 23:59:09.960000,,,"Pharma Central (NY, NJ, PA)",Contract Research Organization,Prefer not to say,Private,200-1000,Scientist II,PhD or Equivalent,None,,3.0,129000.0,N/A (no overtime/salaried),5000.0,Not Applicable/None,5.0,10000.0,,0.06,,,,,36 - 40,
2024-08-09 14:18:31.182000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,BMS,Public,5000+,Sr Associate Scientist,Masters or Equivalent,None,,7.0,12000.0,N/A (no overtime/salaried),9600.0,17500.0,3.0,,,6% 401K match,,,,,36 - 40,
2024-08-09 12:25:50.098000,,,"DC Metro Area (DC, VA, MD, DE)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Senior Process Engineer,"Bachelors or Equivalent, Masters or Equivalent",None,Senior Process Engineer - Manage technical support team for the manufacturing of vaccine products. Manage 4 junior engineer,9.0,121000.0,N/A (no overtime/salaried),20000.0,Not Applicable/None,0.04,0.0,0.0,401K Match 6% and pension,,700 per month,,,51 - 60,
2024-08-08 13:06:28.580000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Private,5000+,Associate Director,Masters or Equivalent,None,HEOR,7.0,193000.0,N/A (no overtime/salaried),0.2,5% LTI,0.03,17500.0,N/A,N/A,,,,,41 - 45,
2024-08-07 18:12:16.764000,,,"South & Mountain West (TX to AZ, North to MT)",Energy,Prefer not to say,Public,5000+,Trading Operations,Bachelors or Equivalent,None,"Move bioethanol, biodiesel, renewable diesel, sustainable aviation fuel from 1 point to another to make money. In summary, execute trader contracts to completion.",8.0,115000.0,N/A (no overtime/salaried),~20000-70000/yr commercial bonus depending on Trader's earnings,Not Applicable/None,~3%,,,"Discounted stock price, company pension, 401k without matching.",,"Health - 75USD/mo, dental 3USD/mo, vision 3USD/mo. UnitedHealthcare",,"Large European multinational energy company located in Houston. One can jump within vastly different organizations while staying in the company. Some organizations include R&D biotech, solar, electrical charging, upstream exploration, commercial, IT, trading, etc. Rotated 3 roles so far within the company with a B.S. in Biotech. Grateful for this company's opportunity and learnings; changed my life completely. Went through a couple reorgs in the energy industry in the past years, but company always give months in advance notice and opportunity to apply in other organizations (great opportunity to try new things). As long as one shows the will and potential to learn/carry out the job, the company would give you the chance to do it (in my team I even have a college dropout younger than me and earning more). Amazing culture overall.",36 - 40,
2024-08-07 16:58:44.014000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,Senior Director,PhD or Equivalent,None,Senior Director,18.0,230000.0,N/A (no overtime/salaried),60000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401K Match 3%,,,,,41 - 45,
2024-08-07 12:21:32.059000,,,NL,Big Pharmaceuticals,J&J,Public,5000+,Manager,Associate’s Degree or Equivalent,"PMP, PROSCI, Black Belt",,13.0,87.0,N/A (no overtime/salaried),0.1,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,pension,,,,,30 - 35,
2024-08-06 16:29:03.603000,,,West Coast (California & Pacific Northwest),Contract Research Organization,Prefer not to say,Private,1-50,Scientist,"Masters or Equivalent, PhD or Equivalent",None,,6.0,140000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,6% match,,,,,36 - 40,
2024-08-06 13:15:14.295000,,,West Coast (California & Pacific Northwest),Academia/Research/Institution,Prefer not to say,Academia/College/Universities,5000+,Research Tech II,Bachelors or Equivalent,None,,4.0,55000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3.0,,,401k match,,,,,30 - 35,
2024-08-05 21:00:35.406000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Merck,Public,5000+,Sr. Scientist,PhD or Equivalent,None,Data Science,0.0,138000.0,N/A (no overtime/salaried),18000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,15000.0,0.0,"401K match, pension",,,10000.0,,,
2024-08-05 15:20:03.395000,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Big Pharmaceuticals,GSK,Public,5000+,Senior QC Scientist,Bachelors or Equivalent,None,"Sr Scientist - data review, deviation management, schedule management",11.0,80000.0,N/A (no overtime/salaried),6400.0,Not Applicable/None,0.025,0.0,0.0,7% automatic 401k plus 4% match,,Aetna or UHC - $85 paycheck for employee plus spouse,0.0,"Alright, but very slow for career growth.",36 - 40,Thanks
2024-08-05 13:06:16.153000,,,West Coast (California & Pacific Northwest),Clinical Diagnostics ,Prefer not to say,Private,50-200,Clinical Research Scientist ,PhD or Equivalent,None,,4.0,93000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,3.0,,,3% 401k match after 1 year ,,,4000.0,,36 - 40,
2024-08-05 11:39:47.840000,,,Tennessee ,Academia/Research/Institution,Vanderbilt ,Private,50-200,Research assistant 2,Masters or Equivalent,None,,4.0,55700.0,1.5,Not Applicable/None,Not Applicable/None,1-2% maybe depending on current inflation ,0.0,None,403b match up to 5%,,N/A,None,,41 - 45,
2024-08-04 16:46:32.028000,,,"New England (MA, CT, RI, NH, VT, ME)",Biotech Equipment,Thermo Fisher Scientific,Public,5000+,Field Applications Scientist III,"High School or Equivalent, Bachelors or Equivalent, PhD or Equivalent",None,Field applications bioprocessing,4.0,115.0,N/A (no overtime/salaried),10000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,0.0,0.0,4% 401k match,,some HSA contribution.  normal healthcare benefits,,"I am enjoying myself, but it is a little too cushy.  little overnight travel.",30 - 35,
2024-08-04 16:27:24.463000,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Big Pharmaceuticals,Prefer not to say,Private,1-50,Research Scientist,"Bachelors or Equivalent, Masters or Equivalent",None,Research Scientist - Assay development and preclinical validation of therapeutic antibody candidates.,5.0,84000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,0.0,$5k in RSU at current valuation,401k 4% match,,$9k annual cash bonus towards my own private health plan,0.0,,46 - 50,Great idea and survey.
2024-08-04 16:16:00.840000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,BMS,Public,5000+,"Maintenance manager, facilities ",Bachelors or Equivalent,None,,5.0,101000.0,N/A (no overtime/salaried),10000.0,Not Applicable/None,0.023,0.0,0.0,0.035,,Annual deductible over 9k,0.0,,41 - 45,
2024-08-04 13:36:56.133000,,,"DC Metro Area (DC, VA, MD, DE)",Industrial Biotech,Prefer not to say,Public,200-1000,Scientist II,Masters or Equivalent,None,Scientist II - Clinical Immunology NGS/bioinformatics SME,8.0,105000.0,N/A (no overtime/salaried),15000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401k long/short term incentive plans,,,,,41 - 45,
2024-08-04 07:34:53.652000,,,"New England (MA, CT, RI, NH, VT, ME)",Industrial Biotech,Prefer not to say,Start-up,1-50,Scientist II,Bachelors or Equivalent,None,"Scientist II, antibody discovery and protein engineer with project management responsibility and a direct report.",9.0,135000.0,N/A (no overtime/salaried),6750.0,600000.0,Have not been long enough to have an annual yearly raise,0.0,,"No match, no pension",,,,,46 - 50,
2024-08-04 00:57:21.621000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,,4.0,125000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,Have not been long enough to have an annual yearly raise,0.0,0.0,3% 401k Match,,,None,,41 - 45,
2024-08-03 20:57:20.370000,,,"DC Metro Area (DC, VA, MD, DE)",Biotech Equipment,Prefer not to say,Private,200-1000,Associate Director,PhD or Equivalent,None,,11.0,185000.0,N/A (no overtime/salaried),14000.0,Not Applicable/None,0.18,,,401K match,,"Cigna Health, FSA, Dental, Vision",,,41 - 45,
