Timestamp,Email Address,Which country do you work in?,What City do you work in?,Which US state do you work in?,Which Canadian Province do you work in?,Company or Institution Name,Which of the following best describes your company?,Biotech sub industry?,Company Detail - Approximate Company Size,Provide a review and rate your company/institution and experience,"Work Life Balance - On average, how many hours do you work per week","What is your official job title?

This should match the title that was present on your offer letter. 

Some examples: Research Associate, Scientist, Scientist I/II/III, Senior Scientist, Principal Scientist, Manager, Lab Technician, VP, Director etc.

If your job title includes additional detail, please include e.g. Director of Bioinformatics","Which department best describes your role? If you can't find one that fits your specific role, select 'Other' and describe
",Briefly describe your position and responsibilities,"Do you work In-Person, Remote, or Hybrid?",How many days on average per week do you work from home?,What degrees do you have?,"How many total years of experience in post-docs do you have? (If none, enter 0)","List other relevant and recognized certifications
","Please enter your total years of experience in the field

DO NOT INCLUDE years in BSc, Masters, PhD, or post-bacc/post-doc",What currency will you be answering these questions in?,Are you a salaried or hourly employee,"If you are an hourly employee, how many hours per week do you work?","Annual Base Salary 

What is your annual BASE salary? Do not include bonus or stocks

If you are paid hourly, multiply by 2080 to convert to yearly (assuming you work 40hr/week)","Overtime Pay

How is overtime handled on a per hour basis? (1.5x base, 2x base, etc)","Annual Target Bonus in PERCENTAGE (%)

This should be stipulated prior to your employment. DO NOT include one-time bonuses (spot bonuses, signing bonuses, referral bonuses).","Commission

If you are compensated with commission how much is your commission? (Please indicate if answering in percentage or absolute monetary value)","Annual Equity/Stock Option

Please enter the grant/market value of your long-term incentive. Use the annualized amount if distributed over several years. Enter 0 if none or not applicable. 

DO NOT include equity when signing on or one-time equity bonuses","Most recent annual yearly raise (%)

Companies typically do yearly raises across the board for all employees. This is not to be confused with promotions or raises that were requested.
","[Sign on] Bonus Value
This is a one-time bonus you may have received when signing-on. This is not a bonus that reoccurs","[Sign on] Stock/Equity Options
Briefly describe sign on stock/equity options that is available","[Sign on] Relocation Assistance Total Value

This is the total value of the relocation assistance including but not limited to tax-true ups company may have paid, movers expenses, shipping of vehicles, temporary living, etc.","Retirement Benefits (free text)
Briefly describe retirement benefits. For example 401k match %, pension, etc","Healthcare Benefits (free text)
Describe healthcare benefits - costs, deductibles, outfamily plan, insurance provider, total out of pocket, HSA contributions, etc","Select the highest level of education that you have that's relevant to your occupation. If you have multiple (e.g. PhD + MD) please select ""Other"" and describe",How many years have you been working at this current position?,What currency will you be answering these quesitons in?,Survey feedback,"Any other type of annual bonus? Please describe.

 DO NOT include one-time bonuses (spot bonuses, signing bonuses, referral bonuses).
","How much of your bonus did you receive in the last cycle?

e.g. maybe your target bonus was 10%, but you actually got 8% this year. So here you would write ""8%""
"
7/15/2025 15:02:08,,Switzerland,Basel,,,IOB Institute of Molecular and Clinical Ophthalmology Basel,Academia/College/Universities,Academia/Research/Institution,50-200,"No personal development, Chaotic ",46 - 50,Research Assistant ,Research,"Process Development for AAV Production, Quality Control etc",In-Person,0,,0,,7,,Salaried,Not applicable,70000,N/A (no overtime/am salaried),0,No commission,0,Company/Institution does not have annual yearly raise,0,0,0,Swiss Mandatory Minimums,Accident Cover,High School,4,CHF,,0,0
7/15/2025 10:52:48,,United States,,Delaware,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),1000-5000,,41 - 45,Senior Director,Legal,in house counsel,Hybrid,2,,0,,14,,Salaried,Not applicable,289000,N/A (no overtime/am salaried),25,No commission,235000,3,,220000 RSU,,6% match 401k,minimal cost insurance,JD,5,USD - US dollar,,,33
7/15/2025 5:10:28,,United States,,Pennsylvania,,GSK,Public,Pharmaceutical (including “big pharma”),5000+,Leadership is flailing and there not great career advancement. ,36 - 40,Principal Scientist,Research,,Hybrid,2,,4,,5,,Salaried,Not applicable,125000,N/A (no overtime/am salaried),12,No commission,0,4,,,,401K,"Health, Dental, etc. (UHC)",PhD,4,USD - US dollar,,,12
7/13/2025 20:56:14,,United States,,California,,Nautilus Biotechnology,Public,Biotech Equipment,50-200,"4/5, good group of people on the floor, management and leadership that cares, but made overly aggressive goals. ",30 - 35,Bioinformatics Senior Associate,Data Science / Bioinformatics,"Led initiatives across data automation, pipeline version control, and experimental tracking to improve reproducibility and reliability in bioinformatics workflows.",Hybrid,2,,0,,3,,Salaried,Not applicable,105000,N/A (no overtime/am salaried),,No commission,0,8%,,"Roughly 7,000 shares at 48 cents.",,N/A,Free healthcare no monthly costs,Bachelors,3,USD - US dollar,,,
7/13/2025 10:00:24,,United States,,Pennsylvania,,Merck,Public,Pharmaceutical (including “big pharma”),5000+,"Overall great company, good leadership and lots of opportunities to grow.",41 - 45,Discovery Sourcing Operations Specialist,Operations,,Hybrid,3,,1,"PMP, PE, RAPS, etc",5,,Salaried,Not applicable,105000,N/A (no overtime/am salaried),10,No commission,0,Have not been long enough to have an annual yearly raise,16000,,,,,Bachelors,0,USD - US dollar,Good,No,8
7/12/2025 11:59:05,,India,Pune,,,Prefer not to say,Private,Software,200-1000,,46 - 50,Bioinformatician,Data Science / Bioinformatics,Working in technology team of product based personalized genomics industry. ,Hybrid,2,,4,,4,,Salaried,Not applicable,1500000,N/A (no overtime/am salaried),,No commission,0,30%,,,,,,Masters,2,Indian rupees ,,,
7/11/2025 12:37:01,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),1000-5000,,41 - 45,"Manager, Operations",Manufacturing,Manage small team of manufacturing specialists,Hybrid,1,,0,,11,,Salaried,Not applicable,136600,N/A (no overtime/am salaried),15,No commission,35000,4,,,,"100% on 3%, 50% on next 3% for 401k","BCBS, 90% premiums paid (I think), $500/$1000 deductible plan",Bachelors,2,USD - US dollar,,Equity,15
7/10/2025 18:09:11,,United States,,Ohio,,Prefer not to say,Subsidiary,Contract Manufacturing Organization,200-1000,,41 - 45,Senior Scientist,Analytical Development,,In-Person,1,,5,,10,,Salaried,Not applicable,143000,N/A (no overtime/am salaried),15,No commission,0,3,,,,,,PhD,3.5,USD - US dollar,,,12
7/10/2025 15:42:41,,United States,,Ohio,,Nationwide Children's Hospital,Academia/College/Universities,Software,5000+,"Great experience, things have improved over time, but limited potential for advancement beyond current role. 8.5/10",36 - 40,Senior Bioinformatics Scientist,Analytical Development,"Pipeline development, data analysis, consulting on cases, manuscript support.",Hybrid,4,,0,,7,,Salaried,Not applicable,140000,N/A (no overtime/am salaried),0,No commission,0,3.75%,7500,0,0,"Pension, matching up to 3%","Healthcare, vision, dental. Plans leave a lot to be desired, so using spouse instead.",PhD,3,USD - US dollar,,0,0
7/10/2025 11:19:59,,United States,,Massachusetts,,Broad Institute,Academia/College/Universities,Academia/Research/Institution,1000-5000,9/10,30 - 35,Senior Computational Associate,Data Science / Bioinformatics,,Hybrid,2,,0,,4,,Salaried,Not applicable,97000,N/A (no overtime/am salaried),,No commission,0,3,,,3500,6,,Masters,2,USD - US dollar,,,
7/9/2025 22:28:25,,United States,,Massachusetts,,Broad Institute of MIT and Harvard ,Academia/College/Universities,Cell and Gene Therapy,1000-5000,The pay is absolute shit and almost no benefits but the research environment is good,36 - 40,Research Associate ,Research,Cancer Research ,In-Person,0,,0,,1,,Salaried,Not applicable,53000,N/A (no overtime/am salaried),0,No commission,0,Have not been long enough to have an annual yearly raise,0,0,500,401k match upto 10% full match,na,Masters,1,USD - US dollar,,0,
7/9/2025 13:02:02,,United States,,Washington,,Broad Institute of MIT & Harvard,Private,Academia/Research/Institution,1000-5000,"I really enjoy working at the Broad Institute and I think most ppl that I have talked to about it do too. It is ranked one of the best companies in the country to work at. My salary is not particularly good, but that has to do more with NIH standards for postdocs.",36 - 40,Postdoctoral Associate,Data Science / Bioinformatics,"I'm an image analyst postdoc, I don't do research of my own but rather work on several collaborative projects on the microscopy image analysis part.",Remote,5,,4,,4,,Salaried,Not applicable,74675,N/A (no overtime/am salaried),,No commission,0,3,,,2000,401k match 6%,,PhD,2,USD - US dollar,,,
7/8/2025 14:46:16,,Switzerland,zurich,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,41 - 45,product manager,Business Development,,In-Person,0,,0,,3,,Salaried,Not applicable,132000,not compensated,10,No commission,0,3,,,6000,,,PhD,2,CHF,,,10
7/8/2025 9:03:46,,United States,Dublin,Colorado,,Prefer not to say,Private,Software,1000-5000,,36 - 40,Community Lead,Sales,,Remote,5,,0,,0,,Salaried,Not applicable,35000,N/A (no overtime/am salaried),,No commission,0,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,0,USD - US dollar,,,
7/7/2025 18:07:01,,United States,,North Carolina,,Fujifilm Biotechnologies,Subsidiary,Pharmaceutical (including “big pharma”),50-200,It's okay. They definitely overwork salaried employees with my team consistently working extra hours from home after being in the office for 9-10 hours as well as on weekends. Lab staff are expected to work up to 60 hour weeks including weekends and we are told we can and should take comp time but are not given the opportunity to do so unless we really push. I also experienced gender bias in salary; our intern who got hired at the same level as me (he got his masters degree and only had about. a year of internship experience) was told the middle income for scientist 2 was $95000 while I as a female with a bachelors' and 5 years of experience at a CDMO was told the middle income was $85000. I spoke with team members and fought with HR to get up to $95000. ,46 - 50,Scientist 2,Analytical Development,Assist in tech transfers for new clients from the small scale to large scale manufacturing,In-Person,1,,0,,5,,Salaried,Not applicable,95000,N/A (no overtime/am salaried),7,No commission,0,Have not been long enough to have an annual yearly raise,0,0,0,11% 401k match,"total monthly cost of $150, $2000 deductible, $1500 FSA contribution",Bachelors,1,USD - US dollar,Good survey but missing some personal demographic information. Not sure if that is intentionally excluded ,referral bonus of $700,NA
7/5/2025 13:28:10,,United States,,North Carolina,,Prefer not to say,Subsidiary,Cell and Gene Therapy,200-1000,,36 - 40,Specialist III,Quality,Operations QA Oversight of facility ,In-Person,0,,5,,5,,Salaried,Not applicable,113000,N/A (no overtime/am salaried),15,No commission,7000,Have not been long enough to have an annual yearly raise,,,,6% 401k match,"143 biweekly out of pocket healthcare for self and partner, HSA 1:1 match up to 2%",Bachelors,2,USD - US dollar,,,15
7/3/2025 15:18:11,,United States,,Massachusetts,,Prefer not to say,Private,Industrial Biotech,50-200,,46 - 50,Director ,Research,Team and program leader,In-Person,0,,0,,7,,Salaried,Not applicable,247000,N/A (no overtime/am salaried),20,No commission,0,3%,70000,20000,0,Snacks,Health insurance ,PhD,1,USD - US dollar,,No,20
7/3/2025 12:18:29,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Senior Data Scientist,Data Science / Bioinformatics,AI for bioprocessing,Hybrid,4,,0,,1,,Salaried,Not applicable,150000,N/A (no overtime/am salaried),12,No commission,10000,Have not been long enough to have an annual yearly raise,,,,401k 10% match,,Masters,1,USD - US dollar,,,
7/3/2025 10:42:56,,United States,,New York,,Prefer not to say,Private,Cell and Gene Therapy,1-50,"Upper management tries to be flexible with PTO, but treats company like an academic lab and expects people to work longer hours and weekends",46 - 50,Scientist I,Research,Developing and testing preclinical cell therapies using in vitro and in vivo assays,In-Person,2,,2,,4,,Salaried,Not applicable,85000,N/A (no overtime/am salaried),0,No commission,0,Have not been long enough to have an annual yearly raise,0,0,0,401 k after 6 months,Health insurance,PhD,3 months,USD - US dollar,,No,0
7/2/2025 21:58:34,,United States,,California,,Synthego,Private,Cell and Gene Therapy,50-200,,41 - 45,Production Supervisor,Manufacturing,"As GMP Production Supervisor, I oversee day-to-day manufacturing operations, making sure my team meets quality, safety, and production goals while staying compliant. I coach and develop my operators, troubleshoot process issues, and drive continuous improvement to keep our output reliable and high quality.",In-Person,1,,0,,7,,Salaried,Not applicable,130000,N/A (no overtime/am salaried),0,No commission,0,3,5000,0,0,"none, no 401K match or pension",,Bachelors,3,USD - US dollar,,0,0
7/2/2025 21:13:09,,United States,,Massachusetts,,Prefer not to say,Private,Cell and Gene Therapy,1-50,So far very relaxed and well-paid.,36 - 40,Founding Scientist,Research,"Personnel management, protocol design, CRO communications. ",Hybrid,2,,0,,6,,Salaried,Not applicable,175000,N/A (no overtime/am salaried),0,No commission,1,Have not been long enough to have an annual yearly raise,30000,N/A,0,N/A,BlueCross BlueShield High Deductible,Masters,Just started,USD - US dollar,,N/A,N/A
7/2/2025 13:27:32,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Director,Data Science / Bioinformatics,,Hybrid,3,,3,,7,,Salaried,Not applicable,225000,N/A (no overtime/am salaried),22.5,No commission,100000,3%,,,,5% 401k match,,PhD,1,USD - US dollar,,,24
7/1/2025 22:58:51,,United States,,Massachusetts,,AstraZeneca,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Senior Scientist,Research,Medicinal chemistry,In-Person,0,,1,,2,,Salaried,Not applicable,141000,N/A (no overtime/am salaried),15,No commission,11000,4,,,,,,PhD,2,USD - US dollar,,7.5% in stocks that vest after three years,200%
7/1/2025 13:04:07,,United States,,California,,Prefer not to say,Public,Biotech Equipment,1000-5000,,41 - 45,Director,Research,,In-Person,1,,2,,8,,Salaried,Not applicable,246000,N/A (no overtime/am salaried),25,No commission,65000,6,,,,"401k match, mega backdoor roth","free healthcare, no deductible, dental",PhD,8,USD - US dollar,,,25
7/1/2025 11:12:05,,United States,,Pennsylvania,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,"Pretty good, enjoy working here, great people",30 - 35,Automation Engineer,Manufacturing,Control systems,Hybrid,1,,0,,3,,Salaried,Not applicable,85000,N/A (no overtime/am salaried),7,No commission,0,2,,,,6% match,,Bachelors,3,USD - US dollar,,,7
6/29/2025 20:32:15,,India,Bengaluru,,,Prefer not to say,Private,Contract Research Organization,1-50,Good workplace with good work life balance and space for career growth,41 - 45,Research Associate,Research,Wet lab work and biological data analysis for client faced and internal projects,In-Person,0,,0,None,3,,Salaried,Not applicable,27000,N/A (no overtime/am salaried),8.6,No commission,0,18%,0,0,0,Provident fund match,Health insurance for family,Masters,3,INR - Indian National Rupees,Helpful. Hope it becomes a global survey,0,8.60%
6/29/2025 12:53:20,,United States,,Massachusetts,,moderna,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,research associate,engineering,lab automation,In-Person,0,,0,,1,,Salaried,Not applicable,85500,N/A (no overtime/am salaried),8,No commission,15000,3,5000,,,4.5% match,healthcare & family planning benefits,Bachelors,1,USD - US dollar,,annual equity award (rsu/options) 10k,8%
6/28/2025 11:44:17,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,"clinical stage biotech good culture, fast paced. focus on getting drugs in the clinic faster and not on science",41 - 45,Principal Research Associate,Research,,In-Person,1,,0,,9,,Salaried,Not applicable,138000,N/A (no overtime/am salaried),15,No commission,1000,4%,0,0,0,NO 401K match,,Masters,7,USD - US dollar,,dividends ,15
6/27/2025 20:05:18,,United States,,Massachusetts,,Moderna,Public,Pharmaceutical (including “big pharma”),5000+,,51 - 60,Scientist,Analytical Development,"Assay development for product characterization, release and stability testing",In-Person,0,,0,,4,,Salaried,Not applicable,135000,N/A (no overtime/am salaried),10,No commission,3000,3,,,,4.5% 401k match,,PhD,1,USD - US dollar,,,
6/26/2025 23:09:33,,United States,,Massachusetts,,Veracity,Public,Diagnostics,200-1000,,36 - 40,Bioinformatics Intern,Data Science / Bioinformatics,Developing diagnostics models ,Remote,5,,0,,2,,Hourly,40,64480,1.5x,,No commission,0,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,0,USD - US dollar,,,
6/26/2025 20:59:16,,United States,,California,,BillionToOne,Private,Diagnostics,200-1000,Very good,46 - 50,LIMS Manager,Operations,Manage LIMS. ,Hybrid,1.5,,5,,3,,Salaried,Not applicable,158000,N/A (no overtime/am salaried),10,No commission,3500,4,,4000 shares,,4% Match ,,PhD,1,USD - US dollar,,,12.50%
6/26/2025 20:31:27,,United States,,Pennsylvania,,Prefer not to say,Private,Cell and Gene Therapy,5000+,,36 - 40,"Senior Scientist, Computational Biology",Data Science / Bioinformatics,"Data analysis, machine learning development",Hybrid,2,,0,,4,,Salaried,Not applicable,144000,N/A (no overtime/am salaried),12.5,No commission,20000,4%,,20K estimated value of stock,,401K 4% match,"Insurance, $1250 HSA contribution",PhD,2,USD - US dollar,,N/A,12%
6/26/2025 11:28:04,,United States,,California,,Prefer not to say,Subsidiary,Pharmaceutical (including “big pharma”),50-200,,36 - 40,Senior Scientist,Data Science / Bioinformatics,,Hybrid,3,,0,,3,,Salaried,Not applicable,135000,N/A (no overtime/am salaried),13,No commission,0,4,,,,5% 401k match ,,PhD,2,USD - US dollar,,,18%
6/26/2025 8:04:16,,United States,,Massachusetts,,Regeneron,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Sr Quantitative Pharmacologist,Research,,Hybrid,2,,1,,1,,Salaried,Not applicable,171000,N/A (no overtime/am salaried),14,No commission,0,Have not been long enough to have an annual yearly raise,,,,,,PhD,1,USD - US dollar,,,
6/25/2025 14:32:40,,United States,,Massachusetts,,Prefer not to say,Public,Industrial Biotech,1000-5000,3/5. Great opportunities for learning but chaotic management and disorganization in SLT has led to a mixed experience. ,36 - 40,Research Associate,Quality,"Perform Analytical method transfers, method validations and qualifications. Authors SOPs and supports quality as SME",In-Person,0,,0,,4,,Salaried,Not applicable,85000,N/A (no overtime/am salaried),8,No commission,9000,3,,"$15,000 sign on value of options",,401k match 4.5%,"BCBS, $90 monthly premium, $250 deductible, $1000 out of pocket maximum, dental and vision separate",Bachelors,1,USD - US dollar,,,8
6/25/2025 2:11:47,,United States,,California,,Prefer not to say,Public,Medical/Health Devices,5000+,3.8,41 - 45,Quality Engineering Manager,Quality,,Hybrid,1.5,,0,,9,,Salaried,Not applicable,195000,N/A (no overtime/am salaried),15,No commission,0,3.8,,,,,,Masters,1,USD - US dollar,,25000,25000
6/24/2025 19:17:22,,United States,,California,,Prefer not to say,Private,Clinical Research/Medical Device,1-50,Ok- pays poorly for Bay Area/no hybrid flexibility ,41 - 45,Program Manager,Operations,"Lead cross functional teams across research, operations, and development ",In-Person,0,,0,,4,,Hourly,40,112000,1.5,,No commission,0,Company/Institution does not have annual yearly raise,,,,N/A,"Covered medical, dental, and vision premiums- some out of pocket costs for all appointments ($15 for med, $300 dental, $60 vision)",Masters,1.5,USD - US dollar,,,
6/24/2025 14:23:10,,United Kingdom,Oxfordshire ,,,Prefer not to say,Private,Contract Research Organization,1000-5000,,36 - 40,Scientist I,Research,,In-Person,0,,0,,3,,Salaried,Not applicable,31000,N/A (no overtime/am salaried),,No commission,0,4,1000,,,,,Masters,3,GBP - sterling,,,
6/24/2025 13:57:50,,United States,,Wisconsin,,Prefer not to say,Private,Diagnostics,1000-5000,Excellent WLB,36 - 40,Senior Scientist,Research,,In-Person,0,,0,,4,,Salaried,Not applicable,115000,N/A (no overtime/am salaried),7,No commission,0,3,,,,401k match is 50% on 8%,,PhD,4,USD - US dollar,,,7
6/24/2025 9:33:41,,Germany,Neuss,,,Prefer not to say,Public,Contract Research Organization,200-1000,,36 - 40,Marketing Manager,Marketing,Marketing and communication for sponsors,Hybrid,2,,0,,2,,Salaried,Not applicable,54000,N/A (no overtime/am salaried),,No commission,0,inflation,,,,,,Bachelors,0,EUR - euro,,,
